words,urlDrugName,effectiveness,sideEffects,rating
In November 2009 I was prescribed SEROQUEL by a Urgent Care Physician. Immediately I found its calming effects to be extremely relieving to my mania. I did# however# find it difficult to maintain a functioning state due to its sedating effects. I then switched to SEROQUEL XR and found a much more successful experience. I was initially given 400mg SEROQUEL XR paired with 10mg LEXAPRO. While initially a good way to stop the mania# I found 400mg to be too much to function on. I decided to halve my SEROQUEL XR dose to 200mg continuing to take 10mg of LEXAPRO. This combo has been great and I am so much calmer and feel way more in control of my life. I do# however# find the sedating effects to be difficult upon awaking in the morning. I try to offset this by ensuring that I receive a full 8-10 hour rest after administering a dosage. I would highly recommend this combo to anyone that is having difficulty finding a mental balance between dark and light. This year of treatment has allowed me to find a calm that I have never quite experienced beforehand.|,seroquel-xr,2.0,5.0,8.0
BONE DENSITY INCREASED.  I HAD A BONE SCAN AND SHOWED ON THE BORDER LINE OF OSTEOPEROSIS# (?)  WELL AFTER TAKING THIS DRUG# MY BONE MEASUREMENTS INCREASED.  NO SIDE EFFECTS AND DEFIENTELY A GOOD MEDICATION FOR US BABY BOOMERS,evista,1.0,3.0,8.0
Most importantly# my blood pressure went back down to normal when my heart rate rose to a more normal level. I was then taken off the topral and my blood pressure has remained at a good level. Additionally# my hair stopped falling out and wasn't as dry. Also# my skin improved. Before the medication# my skin was horribly dry and flaky. The changes did not take place overnight. I would say that it took about 3-4 months to see any improvement in my hair and skin.,synthroid,2.0,3.0,8.0
Could fairly quickly fall asleep# and usually stay alseep# with little "sleep hangover" problem that most other medications result in. I could function in the morning. My general health started improving (fewer flues and colds# headaches# stress and depression# and I had much# much less pain as I started getting regular sleep.,trazodone,1.0,1.0,9.0
Terrible!  There are much safer alternatives than this poison.  Most fluoroquinolones have been taken off the market.  Johnson and Johnson should be ashamed of themselves.  They have not warned doctors properly of the serious side effects eventhough the FDA has placed TWO BLACK BOX WARNINGS!,levaquin,3.0,5.0,1.0
The combination therapy worked well but after discontinuation of therapy the condition returned and was worse than previous time.,tetracycline,1.0,1.0,8.0
It really helps keep my acne at bay - keeps pores clear and reduces frequency of inflamed pimples# reduces red marks from acne breakouts.  It is less drying/irritating than most other acne topicals.,finacea,2.0,1.0,9.0
Indomethacin immediate reduced the very inflamed and painful swelling in first joint of my left forefinger# my first - and thanks to prompt treatment with this drug - my only attack of rhumatoid arthritis.  I didn't recognise this swelling as arthritis because it was my first attack# and I neglected to seek medical advice until the joint was extremely inflamed and swollen.  Since this attack# I've used the nonsteroidal anti-inflammatory drug (NSAID) ibuprofen as needed to prevent further attacks.,indocin,2.0,3.0,10.0
None - I only had extremely bad side effects# which cost me my job# my home and my car. I just don't have fifty words to describe no benefits - thank you. I still need twenty words - hmmm - how am I doing?  Now I need ten words - can I quit now? Ugh!,paxil,5.0,5.0,1.0
acid reflux was controlled as long as the capsule was taken first thing in the morning# less effective if taken later.,prilosec,1.0,4.0,8.0
With less Dexedrine and minimal Depekote# I was able to sleep deeply when I finally did fall asleep. I also remember extremely vivid dreams. The house was kept super clean and I was motivated to finish tasks.,dexedrine,5.0,4.0,3.0
I had spent a year trying to improve my food intake because of my bad skin.  This got rid of the acne within a matter of days. although I still have a few acne scars my skin is soft and feels fantastic.,duac,2.0,3.0,10.0
Pregnancy was prevented.,seasonique,1.0,2.0,2.0
marked improvement in behavior,ritalin,3.0,1.0,7.0
The antibiotic works,biaxin,1.0,4.0,3.0
Slight decrease in stiffness# and better degree of mobility of legs joints (ankles# knees and hips),voltaren,3.0,5.0,1.0
So far it's only been 3 days.  Wellbutrin seems to give me a spike of energy which is nice.  Still have the craving for cigs so I'm continuing to smoke like I usually do.,wellbutrin,3.0,4.0,6.0
Aromatase inhibitor to reduce recurence of hormone-positive breast cancer- unknown effectiveness- no breast cancer 3 years after diagnosis,femara,3.0,4.0,3.0
Since using the Retin-A along with the Accutane# I have noticed a great improvement in the look of my skin.  There are less clogged pores and it definitely more smooth and even in skin tone.  Any fine lines around my mouth and on my forehead have diminished but it hasn't helped much with fine lines around my eyes.,retin-a,1.0,4.0,6.0
Vytorin was prescribed to me to lower my cholesterol. I did not take the product long enought to see a significant drop in my cholesterol levels as I discontinuted treatment.,vytorin,3.0,4.0,3.0
I switched from Zoloft because the Cymbalta wasn't supposed to effect libido negatively.  Having ended my marriage and gone through menopause I don't feel I can judge that aspect fairly.  However# I feel the Cymbalta is much more effective in keeping the dark cloud off my head# allowing me to be more positive toward life on a consistent basis.,cymbalta,1.0,1.0,8.0
Slowed hair loss in front and top of scalp.  Regrew hair at the back of the scalp and on sides.  It doesn't appear that hair loss has ceased completely for MPB# but increased hair grow in another areas makes my head appear fuller,propecia,2.0,1.0,7.0
I do have time now with my kids and to my husband and I can able to make things well.,ambien-cr,1.0,3.0,10.0
Occasionally I have a difficult time falling asleep and sleeping through the night.  When I take this medicine I fall asleep within 15 or so minutes and am able to sleep 7 or 8 hours.  My sleep seems undisturbed and uneventful.  When I wake up in the morning I awake completely alert and energized.,ambien,2.0,3.0,10.0
After suffering for years from insomnia and becoming addicted to Ambien# I was finally able to sleep and there was no worry about the side effects such as addiction.,seroquel,2.0,4.0,5.0
stopped my bladder incontinence when used in combination with my other bladder medications on my neurogenic bladder,detrol-la,1.0,1.0,9.0
lowering BP,norvasc,3.0,4.0,5.0
Gradual lessening in severity and frequency of comedonal acne. Gradual slight improvement in skin texture# ie. fine lines around eyes appear slightly reduced# skin tone appears more even and sun damage appears reduced.,retin-a,3.0,1.0,7.0
Sinus and chest infections were much better after 7 days. No more sinus pain or runny nose# and was no longer coughing up mucus.,biaxin,1.0,1.0,7.0
Reduced inflammation of affected areas.  Reduced itching and scaling in the affected areas.  Reduced itching in associated areas not specifically affected with the condition.,clobetasol,3.0,1.0,7.0
I quit taking Lithium because it didn't seem to be helping anymore and I didn't like the way it made me feel.  After going off Lithium my Dr. took me off Ativan which set in major anxiety.  I started drinking to ease the anxiety# but the alcohol sent me into major Manic/Depressive moods.  While drinking I was extremely manic# and while sober I went into major depressive states.  I could barely leave my house while in a depressive anxious state.  I missed a lot of work and started working from home.  Getting out of bed seemed impossible# finally got on Lamictal which took about six weeks to fully kick in.  Since then my anxiety has gone down(lower than ever before).  I am on a low dose of Klonopin that is taken on an "as needed basis."  My life is has improved greatly since I have been on Lamictal# works much better than the Lithium ever did.  I am so greatful for this drug it has given me my life back.,lamictal,2.0,3.0,10.0
